T_Feed_C,P_Feed_atm,z_Feed,N_Stages,N_Feed,Reflux_ratio,B_fraction,B_kmolh,D_kmolh,F_Feed_kmolh,P_col_atm,xD,xB,QC_kW,QR_kW,alpha,q_feed,converged
105.31173441601985,1.4877274160241325,0.6746429135967185,15.0,7.0,2.675563034097651,0.562836056062062,56.2836056062062,43.7163943937938,100.0,1.4877274160241325,0.708156,0.648945,-1495.2,2332.771,2.2231,0.9496,True
119.37730829537028,1.7572994077908457,0.6371023505721898,19.0,13.0,5.070151651406102,0.7482518568512591,74.8251856851259,25.174814314874094,100.0,1.7572994077908457,0.67475,0.623852,-1424.465,2167.954,2.0971,0.9034,True
70.25679539118177,1.146373448833658,0.211727284061203,19.0,6.0,5.265513027741232,0.4165181525888202,41.65181525888202,58.34818474111798,100.0,1.146373448833658,0.322606,0.056352,-3369.854,4622.562,2.5206,1.1491,True
64.41565011243154,1.0264848752014737,0.5835949802133933,26.0,10.0,3.919805817370068,0.3054725457666629,30.54725457666629,69.45274542333371,100.0,1.0264848752014737,0.667851,0.392391,-3210.158,4343.868,2.5734,1.1234,True
89.68460855434978,2.371083704842051,0.3982789328642824,29.0,15.0,2.4723404060587377,0.771668436346401,77.1668436346401,22.833156365359898,100.0,2.371083704842051,0.521621,0.362683,-738.496,1851.934,2.304,1.0936,True
81.31188151885249,1.6910334219008467,0.700139557659758,17.0,8.0,2.036444571787502,0.2846572836059439,28.46572836059439,71.5342716394056,100.0,1.6910334219008467,0.739373,0.600779,-2009.709,3083.818,2.405,1.063,True
75.33396569866306,1.536430588902946,0.6502179303858159,33.0,19.0,3.1385548077992933,0.7452025964339595,74.52025964339595,25.47974035660405,100.0,1.536430588902946,0.732673,0.621657,-974.382,2066.764,2.4605,1.0891,True
81.06366147265561,2.3608430476593067,0.786454925660016,33.0,19.0,4.203936695037481,0.3296625379276352,32.966253792763524,67.03374620723648,100.0,2.3608430476593067,0.833364,0.69358,-3262.221,4321.764,2.3734,1.0833,True
84.62839690467514,2.604996379953363,0.2925719187838752,22.0,16.0,2.8445625732423734,0.2751956618573855,27.519566185738555,72.48043381426145,100.0,2.604996379953363,0.399384,0.011352,-2613.15,3793.054,2.3327,1.14,True
99.7746645497237,1.4413374154543832,0.7110061306758453,16.0,8.0,4.5592469313254185,0.7525048471155078,75.25048471155078,24.749515288449217,100.0,1.4413374154543832,0.74035,0.701428,-1286.225,2170.732,2.2697,0.9678,True
98.24745950976174,2.2325828511673755,0.4725116811777374,34.0,11.0,2.542606274062398,0.4988202393647946,49.882023936479456,50.117976063520544,100.0,2.2325828511673755,0.600811,0.343022,-1645.465,2646.196,2.2424,1.0398,True
92.73435645042376,2.309469877265641,0.4840207225186588,17.0,5.0,3.248851456682125,0.6213379273350076,62.13379273350076,37.86620726649924,100.0,2.309469877265641,0.545956,0.446935,-1509.184,2559.459,2.2827,1.0665,True
95.70491210335598,1.223728767357276,0.5717137663151541,10.0,4.0,4.052532151325389,0.7933371802422331,79.33371802422332,20.666281975776684,100.0,1.223728767357276,0.602332,0.564219,-977.668,1882.522,2.3132,0.9936,True
117.94828626898811,2.3489656047789955,0.7045677977981513,21.0,8.0,3.215220772098798,0.5060560223811299,50.60560223811299,49.39439776188701,100.0,2.3489656047789955,0.744799,0.665876,-1935.067,2741.69,2.079,0.9278,True
86.73527965715677,2.0904307248274403,0.3255720468906115,12.0,4.0,4.225357528787622,0.3192443844163518,31.92443844163518,68.07556155836483,100.0,2.0904307248274403,0.38345,0.201644,-3305.314,4424.546,2.3416,1.1034,True
92.94555890978113,2.128678597051681,0.2714285215226729,19.0,12.0,3.505714739726092,0.2825629323722108,28.25629323722108,71.74370676277891,100.0,2.128678597051681,0.372894,0.015574,-3026.001,4116.403,2.29,1.084,True
110.7379284243678,1.5065161329159658,0.6559405876865362,22.0,16.0,2.904059782029906,0.5023494790160138,50.23494790160138,49.76505209839862,100.0,1.5065161329159658,0.701216,0.610891,-1797.463,2598.401,2.1788,0.9285,True
115.01074079883574,1.717464388608414,0.5439340905391316,14.0,5.0,1.936814013776933,0.7411036223593157,74.11036223593158,25.889637764068425,100.0,1.717464388608414,0.589329,0.528492,-704.622,1532.323,2.134,0.9328,True
86.98557358054904,1.2660552281847557,0.628697671539219,13.0,4.0,3.906721935023764,0.3643294708986115,36.43294708986115,63.56705291013885,100.0,1.2660552281847557,0.664035,0.566331,-2915.366,3872.295,2.3808,1.0275,True
62.93269499856302,2.77201775500999,0.6442397353189946,21.0,5.0,3.10664844876214,0.662664370428616,66.2664370428616,33.7335629571384,100.0,2.77201775500999,0.701529,0.615259,-1287.333,2607.71,2.4979,1.2007,True
83.75507284956942,2.300460500882968,0.2448300122377182,17.0,10.0,2.9242320886758915,0.3948593971422542,39.485939714225424,60.514060285774576,100.0,2.300460500882968,0.345757,0.090292,-2212.726,3448.298,2.3549,1.1362,True
63.78315225999822,2.66667687370151,0.2886479201098387,30.0,12.0,1.525157019626826,0.5833730368634678,58.33730368634677,41.66269631365323,100.0,2.66667687370151,0.468778,0.160077,-984.232,2363.191,2.4964,1.2366,True
95.52956932590268,1.1392636018959623,0.5149207132455274,14.0,4.0,2.831192180137455,0.3009237824625175,30.092378246251748,69.90762175374826,100.0,1.1392636018959623,0.563833,0.401285,-2486.405,3422.673,2.3188,0.9977,True
99.4484460107394,2.8795572063791406,0.679385508271634,20.0,9.0,5.889982611203125,0.6204091329564896,62.04091329564896,37.95908670435104,100.0,2.8795572063791406,0.719277,0.653614,-2439.185,3452.436,2.2004,1.0376,True
117.67862068700516,1.5916697367426775,0.3557940817268595,10.0,4.0,2.43337104720686,0.4396232258235039,43.96232258235039,56.03767741764961,100.0,1.5916697367426775,0.399725,0.299532,-1788.821,2618.87,2.119,0.9387,True
87.18424518633398,1.298833509401463,0.4556263552936191,24.0,17.0,4.109441719893049,0.7131852987418859,71.31852987418858,28.681470125811416,100.0,1.298833509401463,0.539237,0.421874,-1363.298,2378.909,2.3776,1.0497,True
96.01026751522532,2.164485502903005,0.5448450050496947,18.0,7.0,5.384608808642067,0.4520054026555674,45.20054026555675,54.79945973444325,100.0,2.164485502903005,0.599619,0.478968,-3238.133,4283.983,2.2637,1.0378,True
109.4731125062624,1.0969177352865127,0.6626120157420263,21.0,12.0,5.128214889040521,0.2333376006434763,23.33376006434764,76.66623993565236,100.0,1.0969177352865127,0.705129,0.519233,-4360.744,5161.182,2.2094,0.915,True
98.15762746471243,1.732674836290483,0.6135930094114345,22.0,6.0,3.017594725822808,0.6899246325160833,68.99246325160833,31.007536748391672,100.0,1.732674836290483,0.67417,0.588783,-1155.937,2106.295,2.2681,1.0002,True
71.10373521260986,1.5478714237585065,0.5981988366651079,31.0,13.0,1.753754675284276,0.5710783293587862,57.10783293587862,42.89216706412138,100.0,1.5478714237585065,0.700713,0.522045,-1100.854,2256.604,2.4938,1.115,True
106.5118421978506,2.057086529931584,0.691240914604886,25.0,12.0,3.127776469160719,0.3847143218659411,38.471432186594114,61.528567813405886,100.0,2.057086529931584,0.741169,0.610329,-2369.125,3238.393,2.1851,0.9676,True
111.24882989365588,2.92097072372838,0.3121576416300542,12.0,4.0,4.404706177353258,0.6782024689362648,67.82024689362648,32.179753106373525,100.0,2.92097072372838,0.364597,0.287138,-1612.888,2595.778,2.104,1.0325,True
74.88345856542526,1.343175367789761,0.2220234622477385,17.0,9.0,5.8461426913466985,0.4959369293119285,49.593692931192855,50.406307068807145,100.0,1.343175367789761,0.322761,0.11961,-3210.211,4379.448,2.4738,1.1359,True
84.85278158661275,2.610982197830958,0.2001957714949266,28.0,6.0,5.477744196170475,0.5268049998791069,52.68049998791069,47.31950001208931,100.0,2.610982197830958,0.348095,0.067169,-2862.789,4076.596,2.3306,1.1508,True
69.43248816763894,2.6583349833072925,0.3178370535226403,10.0,5.0,4.3905951826535805,0.3793726202932425,37.937262029324245,62.06273797067576,100.0,2.6583349833072925,0.367519,0.236433,-3079.848,4450.923,2.4516,1.2072,True
88.84557698417609,1.4803866375317276,0.6465182738003914,27.0,9.0,3.551188884569455,0.5240229997629031,52.40229997629031,47.59770002370969,100.0,1.4803866375317276,0.714578,0.58349,-2022.497,3012.333,2.3552,1.0265,True
94.5710559318674,1.977250076261615,0.4128225018186903,30.0,13.0,5.902319449526869,0.2542621194170174,25.426211941701737,74.57378805829826,100.0,1.977250076261615,0.525425,0.081332,-4777.774,5849.36,2.2846,1.0523,True
104.80633912220024,2.8750981699107365,0.521305431682678,20.0,6.0,3.364503392192467,0.6522389916344775,65.22389916344775,34.776100836552246,100.0,2.8750981699107365,0.584177,0.487246,-1415.755,2401.939,2.1578,1.0331,True
96.71235623640416,2.71421771821284,0.3769012807742162,14.0,7.0,2.954389760861287,0.7852504174764834,78.52504174764834,21.47495825235165,100.0,2.71421771821284,0.43658,0.360937,-795.213,1885.436,2.2306,1.0802,True
85.17074061146356,2.514772358313885,0.5293742641072257,13.0,7.0,3.831611705716704,0.4337593142917015,43.37593142917016,56.62406857082984,100.0,2.514772358313885,0.57167,0.476232,-2565.206,3666.017,2.3329,1.1039,True
118.91782485147148,2.574120221526581,0.3730419361801216,13.0,7.0,4.718818945707247,0.6863721473425408,68.63721473425409,31.362785265745917,100.0,2.574120221526581,0.420959,0.351142,-1665.323,2569.752,2.06,0.975,True
66.84793597654328,1.3937837252534473,0.5687239813682458,28.0,20.0,5.245082076909209,0.5971914841099735,59.71914841099735,40.28085158900265,100.0,1.3937837252534473,0.64739,0.515227,-2378.817,3501.601,2.5355,1.1308,True
76.93460474682789,1.6402845531064028,0.6723836012582332,28.0,18.0,2.8055099159856174,0.7518022742389667,75.18022742389667,24.819772576103333,100.0,1.6402845531064028,0.73665,0.650293,-871.753,1954.859,2.4425,1.0838,True
67.37960045297639,2.494857697480449,0.7015888525436043,35.0,9.0,3.27843774617193,0.3758872469155835,37.58872469155835,62.41127530844165,100.0,2.494857697480449,0.778759,0.572964,-2466.889,3691.842,2.4762,1.1612,True
63.53221544390704,2.288779429087755,0.7473406973234193,10.0,6.0,2.128950536084949,0.466120154419373,46.6120154419373,53.3879845580627,100.0,2.288779429087755,0.767704,0.725046,-1562.106,2798.428,2.5173,1.1635,True
88.46446625687517,2.070263648887273,0.6903722754679338,31.0,12.0,5.160394458253521,0.4281111603634827,42.811116036348274,57.188883963651726,100.0,2.070263648887273,0.754786,0.604164,-3277.26,4295.495,2.3288,1.0491,True
80.57985495847822,2.392632090606515,0.4681575417749111,26.0,15.0,1.7030913609514775,0.3828859135458842,38.28859135458842,61.71140864541158,100.0,2.392632090606515,0.572404,0.300443,-1539.965,2707.438,2.3757,1.1266,True
114.44744222038425,2.28705197443594,0.4061585309061167,29.0,13.0,2.818090462346472,0.66900419834406,66.900419834406,33.099580165594006,100.0,2.28705197443594,0.519004,0.350189,-1176.902,2078.188,2.1101,0.978,True
76.25650985528428,1.0173814888709067,0.2369765779179101,34.0,17.0,5.172450126757578,0.716983729113178,71.6983729113178,28.3016270886822,100.0,1.0173814888709067,0.432693,0.159669,-1627.283,2768.452,2.4791,1.1133,True
70.17235401139986,2.0056590098431184,0.450947316194343,20.0,12.0,1.920878614880414,0.4684808713958301,46.84808713958301,53.15191286041699,100.0,2.0056590098431184,0.535156,0.355351,-1442.111,2666.115,2.4783,1.1581,True
71.92421720163071,1.974627478722609,0.5614520943992906,31.0,16.0,4.638643557774664,0.6255236749237152,62.55236749237152,37.44763250762848,100.0,1.974627478722609,0.655602,0.505596,-1956.918,3161.445,2.4659,1.135,True
102.690919416938,1.3141557093982037,0.5883355477176009,16.0,10.0,3.991424788405424,0.3529599014362108,35.29599014362109,64.70400985637892,100.0,1.3141557093982037,0.629207,0.512166,-2994.141,3885.843,2.2528,0.9643,True
64.12143221504232,1.2434908428927829,0.3478428058175763,18.0,11.0,5.669842982786761,0.4086294136562439,40.8629413656244,59.137058634375606,100.0,1.2434908428927829,0.429909,0.22909,-3646.988,4898.596,2.5649,1.1639,True
93.88619085415766,2.1134231808782973,0.2811437171715188,33.0,8.0,3.5880840759503267,0.6089200476057091,60.892004760570906,39.10799523942909,100.0,2.1134231808782973,0.443269,0.177139,-1671.52,2768.206,2.2832,1.0779,True
65.29047439798434,1.2122278124316148,0.3143729559985371,25.0,14.0,5.53931030581892,0.5458273105945968,54.58273105945968,45.417268940540325,100.0,1.2122278124316148,0.434161,0.215172,-2745.688,4002.638,2.5571,1.1615,True
94.03125847738325,1.1525893065994015,0.6255462391068003,16.0,4.0,3.796965531969631,0.6501560537356612,65.01560537356612,34.98439462643388,100.0,1.1525893065994015,0.668406,0.602542,-1559.117,2478.329,2.3301,0.9912,True
85.6153787634918,2.202182537106908,0.6319429080234423,29.0,19.0,5.719420100433143,0.6110981426173587,61.10981426173587,38.89018573826413,100.0,2.202182537106908,0.698048,0.590268,-2441.672,3542.74,2.345,1.0751,True
83.06001350039494,2.336758200886244,0.7625773099082667,11.0,7.0,2.4578806898646026,0.626615685098177,62.6615685098177,37.3384314901823,100.0,2.336758200886244,0.779953,0.750843,-1194.5,2285.527,2.3587,1.0763,True
112.28817869647555,1.8205030936747997,0.4079309971170314,27.0,19.0,3.8571624764260704,0.7542516719730568,75.42516719730568,24.57483280269432,100.0,1.8205030936747997,0.501764,0.377698,-1110.816,1976.606,2.1507,0.9666,True
83.85282996014526,1.3047399681215346,0.4457634158444742,29.0,16.0,2.86790521317304,0.7064715284389889,70.64715284389888,29.35284715610112,100.0,1.3047399681215346,0.560708,0.397754,-1051.346,2114.483,2.4039,1.0661,True
95.22996559882333,1.3346465304395962,0.446251358676476,24.0,6.0,3.866520436518898,0.278329926322178,27.832992632217803,72.16700736778219,100.0,1.3346465304395962,0.537819,0.207611,-3261.384,4223.299,2.3114,1.0164,True
72.42601959214973,1.562178090230767,0.5070921253945075,10.0,6.0,4.056708151632171,0.5599771555462421,55.99771555462421,44.00228444537579,100.0,1.562178090230767,0.542071,0.479372,-2068.012,3223.651,2.4825,1.1211,True
78.0030735404949,2.904825167429967,0.5853651105708404,18.0,14.0,1.8637252083003604,0.7261147995295181,72.61147995295181,27.38852004704819,100.0,2.904825167429967,0.636543,0.56608,-735.149,1923.889,2.3707,1.1465,True
100.94842887040916,2.4355759296589263,0.4712221876964453,23.0,7.0,2.3951651224816835,0.2367300690239905,23.67300690239905,76.32699309760095,100.0,2.4355759296589263,0.557155,0.192823,-2407.718,3441.79,2.2106,1.037,True
108.01748174303138,2.9870599892489293,0.7210386186070241,32.0,19.0,4.137241999958491,0.5750412800738405,57.50412800738405,42.49587199261595,100.0,2.9870599892489293,0.774596,0.681841,-2031.704,2948.037,2.1265,0.9988,True
72.17611064457833,1.4931069523374476,0.7312228177081708,34.0,26.0,2.2043370796845547,0.2044694946159001,20.446949461590016,79.55305053840999,100.0,1.4931069523374476,0.795456,0.481114,-2368.296,3460.832,2.4879,1.0911,True
94.13451890022658,1.801161045332457,0.7588553564777076,30.0,14.0,4.751675610630828,0.528551729044683,52.8551729044683,47.1448270955317,100.0,1.801161045332457,0.806633,0.717712,-2524.683,3469.308,2.2969,1.0032,True
116.36437200078926,1.6696887130890148,0.7277122834523926,21.0,16.0,1.7114245340594274,0.7621642139816147,76.21642139816147,23.783578601838528,100.0,1.6696887130890148,0.764028,0.716257,-599.419,1350.592,2.1256,0.9016,True
69.93424708223404,1.0916373300509967,0.753569975307038,16.0,5.0,5.563472512903656,0.6550293684474999,65.50293684475,34.497063155250004,100.0,1.0916373300509967,0.783428,0.737315,-2106.711,3197.783,2.5259,1.0804,True
116.43876553591892,1.9248003430450424,0.6953295973267895,18.0,10.0,4.830544901131815,0.6821506658739829,68.21506658739828,31.78493341260172,100.0,1.9248003430450424,0.729012,0.68078,-1705.972,2493.868,2.1122,0.9168,True
60.51974362915787,1.9711359558966413,0.6433256798500553,10.0,4.0,3.1347737871614108,0.7201514908174527,72.01514908174526,27.984850918254736,100.0,1.9711359558966413,0.67261,0.63229,-1064.966,2328.749,2.5573,1.1757,True
89.25170170863346,1.3669218574516828,0.6863160133687554,12.0,8.0,4.615218104519204,0.4979787593131117,49.79787593131117,50.20212406868883,100.0,1.3669218574516828,0.710061,0.66138,-2651.055,3574.973,2.3576,1.0146,True
83.93242915051059,1.474011805033014,0.4163184272606187,19.0,8.0,1.5131713975761487,0.5256482032161531,52.56482032161532,47.435179678384685,100.0,1.474011805033014,0.504692,0.336273,-1107.445,2210.029,2.3948,1.077,True
78.6055289354855,2.7606451750958634,0.4230365444968171,32.0,13.0,2.855967598175553,0.2975845463633271,29.758454636332708,70.24154536366729,100.0,2.7606451750958634,0.559374,0.102421,-2531.723,3759.751,2.3731,1.1576,True
97.32142811448529,1.0497904772631883,0.2212126214315785,33.0,17.0,4.272691589532236,0.2169052611870831,21.690526118708316,78.3094738812917,100.0,1.0497904772631883,0.412851,0.001,-3819.621,4798.652,2.3089,1.0224,True
119.7300409136301,1.8500669611821827,0.2024061126093494,16.0,6.0,2.665112264819613,0.3144090959635418,31.440909596354174,68.55909040364583,100.0,1.8500669611821827,0.298563,0.001,-2339.609,3222.965,2.0897,0.9603,True
63.60288316408876,2.5936479150655223,0.3688937990470524,27.0,10.0,2.327393442432292,0.6002383049042842,60.02383049042842,39.97616950957158,100.0,2.5936479150655223,0.505814,0.277,-1237.759,2592.806,2.5015,1.2241,True
109.93558613552636,2.226399931239393,0.4478810645981027,29.0,19.0,1.8497839188856493,0.7947732085136072,79.47732085136072,20.522679148639284,100.0,2.226399931239393,0.552339,0.421106,-547.142,1461.671,2.1492,0.9903,True
106.82497619990068,1.0650486853501957,0.2134397019547933,31.0,23.0,3.2850774344833367,0.2442266785187674,24.42266785187675,75.57733214812325,100.0,1.0650486853501957,0.411512,0.001,-3002.925,3883.939,2.2321,0.9815,True
109.87969936463404,2.544943384997439,0.2962525632369545,18.0,5.0,3.960851390486552,0.300279352313728,30.0279352313728,69.9720647686272,100.0,2.544943384997439,0.375565,0.110233,-3224.787,4196.771,2.1337,1.0238,True
84.76099492476976,1.5754621818961143,0.6522358536407307,30.0,14.0,4.561224259718784,0.696555171811641,69.6555171811641,30.3444828188359,100.0,1.5754621818961143,0.724493,0.621319,-1561.076,2595.503,2.3831,1.0483,True
90.6009680235948,1.114094662534712,0.6029157507458023,32.0,24.0,4.953490941291147,0.3476526322238635,34.76526322238635,65.23473677761365,100.0,1.114094662534712,0.681669,0.458575,-3618.539,4585.386,2.3595,1.0077,True
73.28959677083266,1.157198240159736,0.5558895917602551,13.0,7.0,1.6639000878183938,0.4036711760761908,40.367117607619086,59.632882392380914,100.0,1.157198240159736,0.601549,0.489681,-1485.376,2595.592,2.4958,1.093,True
83.21908574905,2.991436109271384,0.7435142564931396,25.0,14.0,3.9956268198542872,0.3182061656330177,31.820616563301773,68.17938343669823,100.0,2.991436109271384,0.786625,0.651778,-3188.212,4258.521,2.3247,1.1072,True
102.04816495171826,2.275502373336878,0.7234313856149059,32.0,21.0,4.281329033580835,0.4791848589242326,47.91848589242326,52.08151410757674,100.0,2.275502373336878,0.776365,0.666149,-2540.355,3482.116,2.2098,0.9934,True
100.85939629931023,2.4694387100737307,0.2532882991779301,20.0,15.0,3.2029603908155986,0.3463089382536955,34.630893825369554,65.36910617463045,100.0,2.4694387100737307,0.362125,0.048892,-2578.418,3617.352,2.2097,1.0661,True
82.30875488393202,2.7348594624009674,0.7899568884914474,25.0,9.0,1.7350639729832893,0.3310346110361041,33.10346110361041,66.89653889638959,100.0,2.7348594624009674,0.831621,0.706382,-1720.203,2809.182,2.3448,1.094,True
108.75826877574512,1.842202722885618,0.5043288238239989,35.0,20.0,3.516206681947987,0.3023395230476032,30.23395230476033,69.76604769523968,100.0,1.842202722885618,0.611223,0.255996,-2926.601,3796.582,2.1778,0.9713,True
88.57762902088432,1.2818325802755504,0.4792605827165584,20.0,14.0,3.7058225184665448,0.2185257233993497,21.852572339934976,78.14742766006502,100.0,1.2818325802755504,0.547363,0.234462,-3423.171,4453.374,2.3673,1.0397,True
70.38815954724848,2.48659636810523,0.5280397379998796,33.0,8.0,5.117265697478532,0.6182484543144042,61.82484543144042,38.17515456855958,100.0,2.48659636810523,0.635636,0.461447,-2178.865,3409.747,2.4526,1.169,True
97.12742317223312,2.0766810534201148,0.5584300222052687,30.0,24.0,3.3726061874148305,0.5727341610902306,57.27341610902306,42.72658389097694,100.0,2.0766810534201148,0.638162,0.498382,-1743.337,2708.04,2.2591,1.0271,True
99.50594466004868,2.2818802857127505,0.4066674828979519,24.0,10.0,5.5528432179120575,0.6296248912902209,62.96248912902209,37.03751087097791,100.0,2.2818802857127505,0.499091,0.352887,-2266.369,3282.016,2.2299,1.0446,True
115.1636496347841,1.1059650831645982,0.5109257655743686,11.0,7.0,1.5686770944416273,0.3910486567667376,39.10486567667377,60.89513432332623,100.0,1.1059650831645982,0.546456,0.4554,-1451.105,2230.186,2.1634,0.9088,True
66.67244291816786,1.4099811038627643,0.2346049368504551,31.0,10.0,2.592136667815381,0.3227485033816668,32.27485033816669,67.72514966183331,100.0,1.4099811038627643,0.426966,0.001,-2266.95,3479.216,2.5361,1.1741,True
91.26373300194044,1.3252015741367775,0.2439519269550863,24.0,12.0,2.4892815875749004,0.3354637899166532,33.54637899166533,66.45362100833466,100.0,1.3252015741367775,0.392034,0.001,-2139.982,3200.159,2.3436,1.059,True
114.80540578691746,1.897797855015046,0.4936563856643404,23.0,18.0,3.7302859797897376,0.3126237629845549,31.26237629845549,68.7376237015445,100.0,1.897797855015046,0.560382,0.347763,-2979.11,3886.695,2.1267,0.9481,True
91.97604115972892,2.6467134901247045,0.4051015366470963,16.0,5.0,2.9581091138505773,0.2123961167659189,21.23961167659189,78.76038832340811,100.0,2.6467134901247045,0.473616,0.150669,-2924.235,4018.592,2.2719,1.0949,True
74.03056263681309,2.9763308629141867,0.440048893427777,17.0,11.0,2.5557101153064448,0.4556680610800184,45.56680610800184,54.43319389199816,100.0,2.9763308629141867,0.506965,0.359142,-1806.9,3066.488,2.3989,1.1856,True
80.48947808311986,1.0389659498635064,0.4379392465518303,33.0,12.0,5.863862272665476,0.5225587313690943,52.25587313690943,47.74412686309057,100.0,1.0389659498635064,0.567563,0.320663,-3049.637,4147.304,2.4441,1.0702,True
